ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-03-09,6099.289245357372,136.73126811650707,9243.432235353088,6099.282896185399,6099.294690464936,-1513.500405947725,-1513.500405947725,-1513.500405947725,-1513.500405947725,-1513.500405947725,-1513.500405947725,0.0,0.0,0.0,4585.788839409647
2025-03-16,6104.499847032639,1267.7342610296892,10401.08149243478,6104.492882697546,6104.505937036087,-64.58981218025306,-64.58981218025306,-64.58981218025306,-64.58981218025306,-64.58981218025306,-64.58981218025306,0.0,0.0,0.0,6039.910034852386
2025-03-23,6109.710448707905,3147.839610308787,12674.95391825434,6109.702496733959,6109.716982077925,1704.7023316229763,1704.7023316229763,1704.7023316229763,1704.7023316229763,1704.7023316229763,1704.7023316229763,0.0,0.0,0.0,7814.412780330881
2025-03-30,6114.921050383171,4148.430413118474,13572.472290047766,6114.912157275751,6114.928250943467,2818.20015796869,2818.20015796869,2818.20015796869,2818.20015796869,2818.20015796869,2818.20015796869,0.0,0.0,0.0,8933.12120835186
2025-04-06,6120.131652058438,3859.949617059057,13267.137552241566,6120.122018950747,6120.139809455874,2429.070596404905,2429.070596404905,2429.070596404905,2429.070596404905,2429.070596404905,2429.070596404905,0.0,0.0,0.0,8549.202248463343
2025-04-13,6125.342253733704,2366.872843411905,11607.8454966907,6125.331691302922,6125.351351208639,761.7481490367472,761.7481490367472,761.7481490367472,761.7481490367472,761.7481490367472,761.7481490367472,0.0,0.0,0.0,6887.090402770451
2025-04-20,6130.55285540897,830.7176145831289,9599.752008410696,6130.541370777015,6130.562946525351,-737.5249522242433,-737.5249522242433,-737.5249522242433,-737.5249522242433,-737.5249522242433,-737.5249522242433,0.0,0.0,0.0,5393.027903184727
2025-04-27,6135.763457084236,1231.4528179211436,10169.975624111454,6135.751241108502,6135.77453096687,-502.0785089831565,-502.0785089831565,-502.0785089831565,-502.0785089831565,-502.0785089831565,-502.0785089831565,0.0,0.0,0.0,5633.68494810108
2025-05-04,6140.9740587595015,2994.238400315158,11994.911825275698,6140.960822702654,6140.986016023929,1623.170000844167,1623.170000844167,1623.170000844167,1623.170000844167,1623.170000844167,1623.170000844167,0.0,0.0,0.0,7764.144059603668
2025-05-11,6146.184660434768,5281.362337598882,14365.60481276082,6146.170556087684,6146.19734048561,3951.887315999413,3951.887315999413,3951.887315999413,3951.887315999413,3951.887315999413,3951.887315999413,0.0,0.0,0.0,10098.07197643418
2025-05-18,6151.395262110034,6182.95327107702,14877.353198861429,6151.380479490402,6151.408828152621,4307.694280952543,4307.694280952543,4307.694280952543,4307.694280952543,4307.694280952543,4307.694280952543,0.0,0.0,0.0,10459.089543062575
2025-05-25,6156.605863785301,3915.851744646726,12714.8250032156,6156.58990284696,6156.620597417539,2043.47100166778,2043.47100166778,2043.47100166778,2043.47100166778,2043.47100166778,2043.47100166778,0.0,0.0,0.0,8200.07686545308
2025-06-01,6161.816465460566,723.7253308485539,9797.000677490498,6161.7998387181415,6161.832118820787,-1253.6488538589876,-1253.6488538589876,-1253.6488538589876,-1253.6488538589876,-1253.6488538589876,-1253.6488538589876,0.0,0.0,0.0,4908.167611601579
